Day,Country,Province,County,Confirmed,Active,Recovered,Deaths
25-12-2021,Comoros,Main territory,,5479,5326,0,153
25-12-2021,Singapore,Main territory,,277555,276734,0,821
25-12-2021,Myanmar,Main territory,,529503,510252,0,19251
25-12-2021,Afghanistan,Main territory,,157895,150546,0,7349
25-12-2021,Brunei,Main territory,,15429,15331,0,98
25-12-2021,Barbados,Main territory,,27629,27369,0,260
25-12-2021,US,Wyoming,Weston,1246,1232,0,14
25-12-2021,US,Wyoming,Washakie,1867,1830,0,37
25-12-2021,US,Wyoming,Unassigned,0,0,0,0
25-12-2021,US,Wyoming,Uinta,4130,4099,0,31
25-12-2021,US,Wyoming,Teton,5598,5584,0,14
25-12-2021,US,Wyoming,Sweetwater,8259,8152,0,107
25-12-2021,US,Wyoming,Sublette,1522,1499,0,23
25-12-2021,US,Wyoming,Sheridan,5955,5894,0,61
25-12-2021,US,Wyoming,Platte,1576,1541,0,35
25-12-2021,US,Wyoming,Park,5641,5524,0,117
25-12-2021,US,Wyoming,Niobrara,500,492,0,8
25-12-2021,US,Wyoming,Natrona,16659,16424,0,235
25-12-2021,US,Wyoming,Lincoln,3040,3013,0,27
25-12-2021,US,Wyoming,Laramie,18345,18114,0,231
25-12-2021,US,Wyoming,Johnson,1384,1367,0,17
25-12-2021,US,Wyoming,Hot Springs,898,887,0,11
25-12-2021,US,Wyoming,Goshen,2694,2642,0,52
25-12-2021,US,Wyoming,Fremont,9649,9490,0,159
25-12-2021,US,Wyoming,Crook,1020,998,0,22
25-12-2021,US,Wyoming,Converse,2365,2317,0,48
25-12-2021,US,Wyoming,Carbon,3291,3245,0,46
25-12-2021,US,Wyoming,Campbell,9495,9365,0,130
25-12-2021,US,Wyoming,Big Horn,2174,2116,0,58
25-12-2021,US,Wyoming,Albany,6934,6891,0,43
25-12-2021,US,Wisconsin,Wood,14515,14342,0,173
25-12-2021,US,Wisconsin,Winnebago,34458,34148,0,310
25-12-2021,US,Wisconsin,Waushara,4471,4402,0,69
25-12-2021,US,Wisconsin,Waupaca,10124,9908,0,216
25-12-2021,US,Wisconsin,Waukesha,76386,75550,0,836
25-12-2021,US,Wisconsin,Washington,27838,27581,0,257
25-12-2021,US,Wisconsin,Washburn,3044,3010,0,34
25-12-2021,US,Wisconsin,Walworth,19089,18873,0,216
25-12-2021,US,Wisconsin,Vilas,3644,3575,0,69
25-12-2021,US,Wisconsin,Vernon,4011,3937,0,74
25-12-2021,US,Wisconsin,Unassigned,0,0,0,0
25-12-2021,US,Wisconsin,Trempealeau,6011,5957,0,54
25-12-2021,US,Wisconsin,Taylor,3747,3686,0,61
25-12-2021,US,Wisconsin,St. Croix,17678,17565,0,113
25-12-2021,US,Wisconsin,Sheboygan,22914,22711,0,203
25-12-2021,US,Wisconsin,Shawano,8578,8472,0,106
25-12-2021,US,Wisconsin,Sawyer,3421,3374,0,47
25-12-2021,US,Wisconsin,Sauk,10916,10834,0,82
25-12-2021,US,Wisconsin,Rusk,2688,2647,0,41
25-12-2021,US,Wisconsin,Rock,28014,27736,0,278
25-12-2021,US,Wisconsin,Richland,2732,2696,0,36
25-12-2021,US,Wisconsin,Racine,38939,38429,0,510
25-12-2021,US,Wisconsin,Price,2509,2490,0,19
25-12-2021,US,Wisconsin,Portage,12327,12202,0,125
25-12-2021,US,Wisconsin,Polk,9307,9200,0,107
25-12-2021,US,Wisconsin,Pierce,8310,8250,0,60
25-12-2021,US,Wisconsin,Pepin,1441,1427,0,14
25-12-2021,US,Wisconsin,Ozaukee,15132,15001,0,131
25-12-2021,US,Wisconsin,Outagamie,38310,38008,0,302
25-12-2021,US,Wisconsin,Oneida,6246,6139,0,107
25-12-2021,US,Wisconsin,Oconto,8663,8575,0,88
25-12-2021,US,Wisconsin,Monroe,8361,8294,0,67
25-12-2021,US,Wisconsin,Milwaukee,176384,174599,0,1785
25-12-2021,US,Wisconsin,Menominee,1033,1022,0,11
25-12-2021,US,Wisconsin,Marquette,2852,2814,0,38
25-12-2021,US,Wisconsin,Marinette,8765,8670,0,95
25-12-2021,US,Wisconsin,Marathon,28002,27619,0,383
25-12-2021,US,Wisconsin,Manitowoc,15117,14982,0,135
25-12-2021,US,Wisconsin,Lincoln,5318,5192,0,126
25-12-2021,US,Wisconsin,Langlade,3789,3723,0,66
25-12-2021,US,Wisconsin,Lafayette,2639,2621,0,18
25-12-2021,US,Wisconsin,La Crosse,21664,21525,0,139
25-12-2021,US,Wisconsin,Kewaunee,4427,4378,0,49
25-12-2021,US,Wisconsin,Kenosha,30247,29795,0,452
25-12-2021,US,Wisconsin,Juneau,5478,5428,0,50
25-12-2021,US,Wisconsin,Jefferson,15028,14843,0,185
25-12-2021,US,Wisconsin,Jackson,4187,4150,0,37
25-12-2021,US,Wisconsin,Iron,1045,1001,0,44
25-12-2021,US,Wisconsin,Iowa,3469,3446,0,23
25-12-2021,US,Wisconsin,Green Lake,3722,3674,0,48
25-12-2021,US,Wisconsin,Green,6107,6065,0,42
25-12-2021,US,Wisconsin,Grant,9346,9220,0,126
25-12-2021,US,Wisconsin,Forest,1873,1833,0,40
25-12-2021,US,Wisconsin,Fond du Lac,22220,22024,0,196
25-12-2021,US,Wisconsin,Florence,781,766,0,15
25-12-2021,US,Wisconsin,Eau Claire,20328,20167,0,161
25-12-2021,US,Wisconsin,Dunn,9361,9303,0,58
25-12-2021,US,Wisconsin,Douglas,8009,7938,0,71
25-12-2021,US,Wisconsin,Door,4616,4567,0,49
25-12-2021,US,Wisconsin,Dodge,19788,19512,0,276
25-12-2021,US,Wisconsin,Dane,69901,69492,0,409
25-12-2021,US,Wisconsin,Crawford,2950,2926,0,24
25-12-2021,US,Wisconsin,Columbia,9944,9842,0,102
25-12-2021,US,Wisconsin,Clark,5936,5832,0,104
25-12-2021,US,Wisconsin,Chippewa,13594,13455,0,139
25-12-2021,US,Wisconsin,Calumet,10460,10371,0,89
25-12-2021,US,Wisconsin,Burnett,2977,2941,0,36
25-12-2021,US,Wisconsin,Buffalo,2487,2477,0,10
25-12-2021,US,Wisconsin,Brown,57501,57128,0,373
25-12-2021,US,Wisconsin,Bayfield,2226,2195,0,31
25-12-2021,US,Wisconsin,Barron,10342,10228,0,114
25-12-2021,US,Wisconsin,Ashland,2381,2357,0,24
25-12-2021,US,Wisconsin,Adams,3324,3285,0,39
25-12-2021,US,West Virginia,Wyoming,4153,4077,0,76
25-12-2021,US,West Virginia,Wood,15043,14769,0,274
25-12-2021,US,West Virginia,Wirt,992,975,0,17
25-12-2021,US,West Virginia,Wetzel,2928,2861,0,67
25-12-2021,US,West Virginia,Webster,1506,1480,0,26
25-12-2021,US,West Virginia,Wayne,6411,6318,0,93
25-12-2021,US,West Virginia,Upshur,4705,4632,0,73
25-12-2021,US,West Virginia,Unassigned,0,0,0,0
25-12-2021,US,West Virginia,Tyler,1499,1474,0,25
25-12-2021,US,West Virginia,Tucker,1307,1276,0,31
25-12-2021,US,West Virginia,Taylor,2857,2807,0,50
25-12-2021,US,West Virginia,Summers,1666,1629,0,37
25-12-2021,US,West Virginia,Roane,1996,1969,0,27
25-12-2021,US,West Virginia,Ritchie,1670,1646,0,24
25-12-2021,US,West Virginia,Randolph,5821,5758,0,63
25-12-2021,US,West Virginia,Raleigh,13605,13391,0,214
25-12-2021,US,West Virginia,Putnam,10401,10255,0,146
25-12-2021,US,West Virginia,Preston,6268,6156,0,112
25-12-2021,US,West Virginia,Pocahontas,1329,1307,0,22
25-12-2021,US,West Virginia,Pleasants,1556,1525,0,31
25-12-2021,US,West Virginia,Pendleton,1304,1288,0,16
25-12-2021,US,West Virginia,Ohio,7251,7123,0,128
25-12-2021,US,West Virginia,Nicholas,4772,4698,0,74
25-12-2021,US,West Virginia,Morgan,2716,2663,0,53
25-12-2021,US,West Virginia,Monroe,2529,2499,0,30
25-12-2021,US,West Virginia,Monongalia,15194,15038,0,156
25-12-2021,US,West Virginia,Mingo,5242,5145,0,97
25-12-2021,US,West Virginia,Mineral,5268,5134,0,134
25-12-2021,US,West Virginia,Mercer,10770,10574,0,196
25-12-2021,US,West Virginia,McDowell,3428,3372,0,56
25-12-2021,US,West Virginia,Mason,4256,4191,0,65
25-12-2021,US,West Virginia,Marshall,6014,5882,0,132
25-12-2021,US,West Virginia,Marion,9623,9483,0,140
25-12-2021,US,West Virginia,Logan,6155,6002,0,153
25-12-2021,US,West Virginia,Lincoln,3456,3402,0,54
25-12-2021,US,West Virginia,Lewis,3585,3521,0,64
25-12-2021,US,West Virginia,Kanawha,28292,27726,0,566
25-12-2021,US,West Virginia,Jefferson,8570,8473,0,97
25-12-2021,US,West Virginia,Jackson,4506,4398,0,108
25-12-2021,US,West Virginia,Harrison,13134,12935,0,199
25-12-2021,US,West Virginia,Hardy,2888,2849,0,39
25-12-2021,US,West Virginia,Hancock,4911,4787,0,124
25-12-2021,US,West Virginia,Hampshire,4010,3955,0,55
25-12-2021,US,West Virginia,Greenbrier,5672,5556,0,116
25-12-2021,US,West Virginia,Grant,2666,2620,0,46
25-12-2021,US,West Virginia,Gilmer,1562,1547,0,15
25-12-2021,US,West Virginia,Fayette,7502,7355,0,147
25-12-2021,US,West Virginia,Doddridge,1523,1510,0,13
25-12-2021,US,West Virginia,Clay,1587,1562,0,25
25-12-2021,US,West Virginia,Calhoun,1205,1196,0,9
25-12-2021,US,West Virginia,Cabell,17113,16818,0,295
25-12-2021,US,West Virginia,Brooke,3605,3519,0,86
25-12-2021,US,West Virginia,Braxton,2613,2584,0,29
25-12-2021,US,West Virginia,Boone,4215,4153,0,62
25-12-2021,US,West Virginia,Berkeley,23000,22791,0,209
25-12-2021,US,West Virginia,Barbour,3185,3130,0,55
25-12-2021,US,Washington,Yakima,46140,45486,0,654
25-12-2021,US,Washington,Whitman,6127,6045,0,82
25-12-2021,US,Washington,Whatcom,19614,19421,0,193
25-12-2021,US,Washington,Walla Walla,9449,9335,0,114
25-12-2021,US,Washington,Wahkiakum,312,307,0,5
25-12-2021,US,Washington,Unassigned,1561,1557,0,4
25-12-2021,US,Washington,Thurston,24713,24443,0,270
25-12-2021,US,Washington,Stevens,5585,5476,0,109
25-12-2021,US,Washington,Spokane,79492,78350,0,1142
25-12-2021,US,Washington,Snohomish,76527,75687,0,840
25-12-2021,US,Washington,Skamania,903,894,0,9
25-12-2021,US,Washington,Skagit,13591,13442,0,149
25-12-2021,US,Washington,San Juan,472,472,0,0
25-12-2021,US,Washington,Pierce,104998,103992,0,1006
25-12-2021,US,Washington,Pend Oreille,1721,1696,0,25
25-12-2021,US,Washington,Pacific,1994,1955,0,39
25-12-2021,US,Washington,Okanogan,5730,5626,0,104
25-12-2021,US,Washington,Mason,6827,6734,0,93
25-12-2021,US,Washington,Lincoln,1524,1498,0,26
25-12-2021,US,Washington,Lewis,11552,11365,0,187
25-12-2021,US,Washington,Klickitat,2327,2293,0,34
25-12-2021,US,Washington,Kittitas,5476,5421,0,55
25-12-2021,US,Washington,Kitsap,19210,18947,0,263
25-12-2021,US,Washington,King,184473,182339,0,2134
25-12-2021,US,Washington,Jefferson,1353,1332,0,21
25-12-2021,US,Washington,Island,4750,4695,0,55
25-12-2021,US,Washington,Grays Harbor,10064,9911,0,153
25-12-2021,US,Washington,Grant,17437,17256,0,181
25-12-2021,US,Washington,Garfield,273,266,0,7
25-12-2021,US,Washington,Franklin,20974,20790,0,184
25-12-2021,US,Washington,Ferry,918,900,0,18
25-12-2021,US,Washington,Douglas,6794,6740,0,54
25-12-2021,US,Washington,Cowlitz,14973,14694,0,279
25-12-2021,US,Washington,Columbia,414,405,0,9
25-12-2021,US,Washington,Clark,47712,47122,0,590
25-12-2021,US,Washington,Clallam,5766,5684,0,82
25-12-2021,US,Washington,Chelan,12524,12392,0,132
25-12-2021,US,Washington,Benton,32916,32520,0,396
25-12-2021,US,Washington,Asotin,3146,3094,0,52
25-12-2021,US,Washington,Adams,3409,3375,0,34
25-12-2021,US,Virginia,York,6099,6015,0,84
25-12-2021,US,Virginia,Wythe,5071,4953,0,118
25-12-2021,US,Virginia,Wise,6395,6254,0,141
25-12-2021,US,Virginia,Winchester,4214,4157,0,57
25-12-2021,US,Virginia,Williamsburg,1297,1284,0,13
25-12-2021,US,Virginia,Westmoreland,2132,2093,0,39
25-12-2021,US,Virginia,Waynesboro,3976,3923,0,53
25-12-2021,US,Virginia,Washington,8943,8775,0,168
25-12-2021,US,Virginia,Warren,6052,5945,0,107
25-12-2021,US,Virginia,Virginia Beach,54811,54221,0,590
25-12-2021,US,Virginia,Unassigned,0,0,0,0
25-12-2021,US,Virginia,Tazewell,6647,6526,0,121
25-12-2021,US,Virginia,Sussex,1633,1602,0,31
25-12-2021,US,Virginia,Surry,669,656,0,13
25-12-2021,US,Virginia,Suffolk,11876,11622,0,254
25-12-2021,US,Virginia,Staunton,3806,3720,0,86
25-12-2021,US,Virginia,Stafford,18747,18633,0,114
25-12-2021,US,Virginia,Spotsylvania,17607,17432,0,175
25-12-2021,US,Virginia,Southampton,2510,2438,0,72
25-12-2021,US,Virginia,Smyth,5542,5406,0,136
25-12-2021,US,Virginia,Shenandoah,7631,7448,0,183
25-12-2021,US,Virginia,Scott,3690,3602,0,88
25-12-2021,US,Virginia,Salem,4205,4122,0,83
25-12-2021,US,Virginia,Russell,4534,4460,0,74
25-12-2021,US,Virginia,Rockingham,10478,10300,0,178
25-12-2021,US,Virginia,Rockbridge,2398,2329,0,69
25-12-2021,US,Virginia,Roanoke City,13795,13527,0,268
25-12-2021,US,Virginia,Roanoke,13634,13440,0,194
