Day,Country,Province,County,Confirmed,Active,Recovered,Deaths
29-11-2021,Comoros,Main territory,,4498,4348,0,150
29-11-2021,Singapore,Main territory,,263486,262776,0,710
29-11-2021,Myanmar,Main territory,,521931,502834,0,19097
29-11-2021,Afghanistan,Main territory,,157260,149952,0,7308
29-11-2021,Brunei,Main territory,,15058,14961,0,97
29-11-2021,Barbados,Main territory,,25152,24924,0,228
29-11-2021,US,Wyoming,Weston,1193,1180,0,13
29-11-2021,US,Wyoming,Washakie,1861,1826,0,35
29-11-2021,US,Wyoming,Unassigned,0,0,0,0
29-11-2021,US,Wyoming,Uinta,4033,4003,0,30
29-11-2021,US,Wyoming,Teton,5377,5363,0,14
29-11-2021,US,Wyoming,Sweetwater,8106,8009,0,97
29-11-2021,US,Wyoming,Sublette,1481,1459,0,22
29-11-2021,US,Wyoming,Sheridan,5818,5763,0,55
29-11-2021,US,Wyoming,Platte,1530,1504,0,26
29-11-2021,US,Wyoming,Park,5463,5366,0,97
29-11-2021,US,Wyoming,Niobrara,493,486,0,7
29-11-2021,US,Wyoming,Natrona,16219,16016,0,203
29-11-2021,US,Wyoming,Lincoln,2960,2936,0,24
29-11-2021,US,Wyoming,Laramie,17451,17246,0,205
29-11-2021,US,Wyoming,Johnson,1345,1329,0,16
29-11-2021,US,Wyoming,Hot Springs,888,878,0,10
29-11-2021,US,Wyoming,Goshen,2645,2599,0,46
29-11-2021,US,Wyoming,Fremont,9435,9297,0,138
29-11-2021,US,Wyoming,Crook,993,973,0,20
29-11-2021,US,Wyoming,Converse,2312,2273,0,39
29-11-2021,US,Wyoming,Carbon,3059,3016,0,43
29-11-2021,US,Wyoming,Campbell,9212,9097,0,115
29-11-2021,US,Wyoming,Big Horn,2135,2079,0,56
29-11-2021,US,Wyoming,Albany,6815,6779,0,36
29-11-2021,US,Wisconsin,Wood,12585,12440,0,145
29-11-2021,US,Wisconsin,Winnebago,30925,30640,0,285
29-11-2021,US,Wisconsin,Waushara,4050,3993,0,57
29-11-2021,US,Wisconsin,Waupaca,9279,9088,0,191
29-11-2021,US,Wisconsin,Waukesha,69038,68279,0,759
29-11-2021,US,Wisconsin,Washington,25280,25048,0,232
29-11-2021,US,Wisconsin,Washburn,2742,2713,0,29
29-11-2021,US,Wisconsin,Walworth,17193,16993,0,200
29-11-2021,US,Wisconsin,Vilas,3424,3364,0,60
29-11-2021,US,Wisconsin,Vernon,3494,3426,0,68
29-11-2021,US,Wisconsin,Unassigned,0,0,0,0
29-11-2021,US,Wisconsin,Trempealeau,5549,5497,0,52
29-11-2021,US,Wisconsin,Taylor,3456,3408,0,48
29-11-2021,US,Wisconsin,St. Croix,15926,15836,0,90
29-11-2021,US,Wisconsin,Sheboygan,20682,20486,0,196
29-11-2021,US,Wisconsin,Shawano,7755,7662,0,93
29-11-2021,US,Wisconsin,Sawyer,3115,3078,0,37
29-11-2021,US,Wisconsin,Sauk,9589,9514,0,75
29-11-2021,US,Wisconsin,Rusk,2386,2350,0,36
29-11-2021,US,Wisconsin,Rock,24669,24409,0,260
29-11-2021,US,Wisconsin,Richland,2491,2462,0,29
29-11-2021,US,Wisconsin,Racine,34645,34171,0,474
29-11-2021,US,Wisconsin,Price,2190,2174,0,16
29-11-2021,US,Wisconsin,Portage,10905,10797,0,108
29-11-2021,US,Wisconsin,Polk,8283,8191,0,92
29-11-2021,US,Wisconsin,Pierce,7438,7386,0,52
29-11-2021,US,Wisconsin,Pepin,1301,1291,0,10
29-11-2021,US,Wisconsin,Ozaukee,13573,13450,0,123
29-11-2021,US,Wisconsin,Outagamie,34659,34375,0,284
29-11-2021,US,Wisconsin,Oneida,5761,5664,0,97
29-11-2021,US,Wisconsin,Oconto,7897,7819,0,78
29-11-2021,US,Wisconsin,Monroe,7470,7412,0,58
29-11-2021,US,Wisconsin,Milwaukee,160864,159173,0,1691
29-11-2021,US,Wisconsin,Menominee,997,986,0,11
29-11-2021,US,Wisconsin,Marquette,2615,2578,0,37
29-11-2021,US,Wisconsin,Marinette,8008,7926,0,82
29-11-2021,US,Wisconsin,Marathon,24780,24461,0,319
29-11-2021,US,Wisconsin,Manitowoc,13537,13419,0,118
29-11-2021,US,Wisconsin,Lincoln,4852,4736,0,116
29-11-2021,US,Wisconsin,Langlade,3539,3480,0,59
29-11-2021,US,Wisconsin,Lafayette,2408,2395,0,13
29-11-2021,US,Wisconsin,La Crosse,19478,19354,0,124
29-11-2021,US,Wisconsin,Kewaunee,4009,3961,0,48
29-11-2021,US,Wisconsin,Kenosha,26362,25956,0,406
29-11-2021,US,Wisconsin,Juneau,4920,4881,0,39
29-11-2021,US,Wisconsin,Jefferson,13358,13194,0,164
29-11-2021,US,Wisconsin,Jackson,3794,3760,0,34
29-11-2021,US,Wisconsin,Iron,960,918,0,42
29-11-2021,US,Wisconsin,Iowa,3053,3036,0,17
29-11-2021,US,Wisconsin,Green Lake,3364,3328,0,36
29-11-2021,US,Wisconsin,Green,5407,5370,0,37
29-11-2021,US,Wisconsin,Grant,8408,8289,0,119
29-11-2021,US,Wisconsin,Forest,1688,1655,0,33
29-11-2021,US,Wisconsin,Fond du Lac,20058,19884,0,174
29-11-2021,US,Wisconsin,Florence,700,686,0,14
29-11-2021,US,Wisconsin,Eau Claire,18425,18279,0,146
29-11-2021,US,Wisconsin,Dunn,8371,8321,0,50
29-11-2021,US,Wisconsin,Douglas,7291,7225,0,66
29-11-2021,US,Wisconsin,Door,4131,4090,0,41
29-11-2021,US,Wisconsin,Dodge,17951,17712,0,239
29-11-2021,US,Wisconsin,Dane,62162,61776,0,386
29-11-2021,US,Wisconsin,Crawford,2651,2628,0,23
29-11-2021,US,Wisconsin,Columbia,8856,8763,0,93
29-11-2021,US,Wisconsin,Clark,5480,5393,0,87
29-11-2021,US,Wisconsin,Chippewa,12177,12049,0,128
29-11-2021,US,Wisconsin,Calumet,9512,9443,0,69
29-11-2021,US,Wisconsin,Burnett,2632,2599,0,33
29-11-2021,US,Wisconsin,Buffalo,2258,2250,0,8
29-11-2021,US,Wisconsin,Brown,51394,51059,0,335
29-11-2021,US,Wisconsin,Bayfield,1978,1952,0,26
29-11-2021,US,Wisconsin,Barron,9547,9446,0,101
29-11-2021,US,Wisconsin,Ashland,2091,2069,0,22
29-11-2021,US,Wisconsin,Adams,3055,3020,0,35
29-11-2021,US,West Virginia,Wyoming,3883,3816,0,67
29-11-2021,US,West Virginia,Wood,14058,13795,0,263
29-11-2021,US,West Virginia,Wirt,922,906,0,16
29-11-2021,US,West Virginia,Wetzel,2769,2708,0,61
29-11-2021,US,West Virginia,Webster,1383,1358,0,25
29-11-2021,US,West Virginia,Wayne,5977,5887,0,90
29-11-2021,US,West Virginia,Upshur,4437,4371,0,66
29-11-2021,US,West Virginia,Unassigned,0,0,0,0
29-11-2021,US,West Virginia,Tyler,1446,1422,0,24
29-11-2021,US,West Virginia,Tucker,1232,1201,0,31
29-11-2021,US,West Virginia,Taylor,2587,2543,0,44
29-11-2021,US,West Virginia,Summers,1531,1499,0,32
29-11-2021,US,West Virginia,Roane,1779,1754,0,25
29-11-2021,US,West Virginia,Ritchie,1545,1524,0,21
29-11-2021,US,West Virginia,Randolph,5478,5422,0,56
29-11-2021,US,West Virginia,Raleigh,12366,12172,0,194
29-11-2021,US,West Virginia,Putnam,9699,9563,0,136
29-11-2021,US,West Virginia,Preston,5832,5731,0,101
29-11-2021,US,West Virginia,Pocahontas,1257,1238,0,19
29-11-2021,US,West Virginia,Pleasants,1472,1442,0,30
29-11-2021,US,West Virginia,Pendleton,1221,1206,0,15
29-11-2021,US,West Virginia,Ohio,6626,6512,0,114
29-11-2021,US,West Virginia,Nicholas,4261,4196,0,65
29-11-2021,US,West Virginia,Morgan,2348,2300,0,48
29-11-2021,US,West Virginia,Monroe,2240,2213,0,27
29-11-2021,US,West Virginia,Monongalia,14321,14175,0,146
29-11-2021,US,West Virginia,Mingo,4926,4842,0,84
29-11-2021,US,West Virginia,Mineral,4933,4811,0,122
