Day,Country,Province,County,Confirmed,Active,Recovered,Deaths
27-09-2021,Micronesia,Main territory,,1,1,0,0
27-09-2021,Romania,Main territory,,1199761,1163311,0,36450
27-09-2021,Bahrain,Main territory,,274877,273488,0,1389
27-09-2021,Eswatini,Main territory,,45812,44599,0,1213
27-09-2021,Belgium,West Flanders,,108971,108971,0,0
27-09-2021,Belgium,Walloon Brabant,,47706,47706,0,0
27-09-2021,Belgium,Other,,24405,-1163,0,25568
27-09-2021,Belgium,Namur,,63890,63890,0,0
27-09-2021,Belgium,Luxembourg,,34298,34298,0,0
27-09-2021,Belgium,Limburg,,69228,69228,0,0
27-09-2021,Belgium,Liege,,148772,148772,0,0
27-09-2021,Belgium,Hainaut,,173160,173160,0,0
27-09-2021,Belgium,Flemish Brabant,,98762,98762,0,0
27-09-2021,Belgium,East Flanders,,140075,140075,0,0
27-09-2021,Belgium,Brussels,,166396,166396,0,0
27-09-2021,Belgium,Antwerp,,162695,162695,0,0
27-09-2021,Indonesia,Main territory,,4209403,4067818,0,141585
27-09-2021,Guatemala,Main territory,,550333,536939,0,13394
27-09-2021,Israel,Main territory,,1270230,1262546,0,7684
27-09-2021,North Macedonia,Main territory,,189999,183392,0,6607
27-09-2021,China,Zhejiang,,1447,1446,0,1
27-09-2021,China,Yunnan,,1402,1400,0,2
27-09-2021,China,Xinjiang,,980,977,0,3
27-09-2021,China,Other,,0,0,0,0
27-09-2021,China,Tibet,,1,1,0,0
27-09-2021,China,Tianjin,,487,484,0,3
27-09-2021,China,Sichuan,,1207,1204,0,3
27-09-2021,China,Shanxi,,260,260,0,0
27-09-2021,China,Shanghai,,2593,2586,0,7
27-09-2021,China,Shandong,,932,925,0,7
27-09-2021,China,Shaanxi,,671,668,0,3
27-09-2021,China,Qinghai,,18,18,0,0
27-09-2021,China,Ningxia,,77,77,0,0
27-09-2021,China,Macau,,67,67,0,0
27-09-2021,China,Liaoning,,453,451,0,2
27-09-2021,China,Jilin,,574,571,0,3
27-09-2021,China,Jiangxi,,937,936,0,1
27-09-2021,China,Jiangsu,,1598,1598,0,0
27-09-2021,China,Inner Mongolia,,418,417,0,1
27-09-2021,China,Hunan,,1182,1178,0,4
27-09-2021,China,Hubei,,68298,63786,0,4512
27-09-2021,China,Hong Kong,,12196,11983,0,213
27-09-2021,China,Henan,,1540,1518,0,22
27-09-2021,China,Heilongjiang,,1678,1665,0,13
27-09-2021,China,Hebei,,1317,1310,0,7
27-09-2021,China,Hainan,,190,184,0,6
27-09-2021,China,Guizhou,,147,145,0,2
27-09-2021,China,Guangxi,,298,296,0,2
27-09-2021,China,Guangdong,,3167,3159,0,8
27-09-2021,China,Gansu,,199,197,0,2
27-09-2021,China,Fujian,,1276,1275,0,1
27-09-2021,China,Chongqing,,603,597,0,6
27-09-2021,China,Beijing,,1123,1114,0,9
27-09-2021,China,Anhui,,1008,1002,0,6
27-09-2021,Suriname,Main territory,,40476,39615,0,861
27-09-2021,Zimbabwe,Main territory,,129919,125312,0,4607
27-09-2021,Sierra Leone,Main territory,,6393,6272,0,121
27-09-2021,Mauritania,Main territory,,35889,35117,0,772
27-09-2021,Trinidad and Tobago,Main territory,,50055,48591,0,1464
27-09-2021,Burkina Faso,Main territory,,14183,14002,0,181
27-09-2021,Morocco,Main territory,,929699,915500,0,14199
27-09-2021,Nicaragua,Main territory,,13730,13527,0,203
27-09-2021,Peru,Other,,0,0,0,0
27-09-2021,Peru,Ucayali,,32063,28972,0,3091
27-09-2021,Peru,Tumbes,,18698,17139,0,1559
27-09-2021,Peru,Tacna,,29688,27740,0,1948
27-09-2021,Peru,San Martin,,48512,45462,0,3050
27-09-2021,Peru,Puno,,39761,35654,0,4107
27-09-2021,Peru,Piura,,87160,75237,0,11923
27-09-2021,Peru,Pasco,,15746,14706,0,1040
27-09-2021,Peru,Moquegua,,29511,28000,0,1511
27-09-2021,Peru,Madre de Dios,,13836,13068,0,768
27-09-2021,Peru,Loreto,,44966,40795,0,4171
27-09-2021,Peru,Lima,,947099,858757,0,88342
27-09-2021,Peru,Lambayeque,,61168,52584,0,8584
27-09-2021,Peru,La Libertad,,87806,77653,0,10153
27-09-2021,Peru,Junin,,85611,78635,0,6976
27-09-2021,Peru,Ica,,58504,50179,0,8325
27-09-2021,Peru,Huanuco,,35482,32791,0,2691
27-09-2021,Peru,Huancavelica,,16121,14971,0,1150
27-09-2021,Peru,Cusco,,73168,68422,0,4746
27-09-2021,Peru,Callao,,100400,90457,0,9943
27-09-2021,Peru,Cajamarca,,65546,61439,0,4107
27-09-2021,Peru,Ayacucho,,33602,31506,0,2096
27-09-2021,Peru,Arequipa,,114521,104877,0,9644
27-09-2021,Peru,Apurimac,,26043,24543,0,1500
27-09-2021,Peru,Ancash,,76852,70215,0,6637
27-09-2021,Peru,Amazonas,,31490,30238,0,1252
27-09-2021,Somalia,Main territory,,19980,18869,0,1111
