Day,Country,Province,County,Confirmed,Active,Recovered,Deaths
21-08-2020,Monaco,Main territory,,154,34,116,4
21-08-2020,Poland,Main territory,,60281,17314,41029,1938
21-08-2020,Senegal,Main territory,,12689,4262,8165,262
21-08-2020,Morocco,Main territory,,49247,14231,34199,817
21-08-2020,Iraq,Main territory,,197085,50356,140446,6283
21-08-2020,Fiji,Main territory,,28,7,20,1
21-08-2020,Greece,Main territory,,8138,6553,1347,238
21-08-2020,Haiti,Main territory,,7997,2354,5447,196
21-08-2020,Peru,Other,,0,-380730,380730,0
21-08-2020,Peru,Ucayali,,12391,11062,0,1329
21-08-2020,Peru,Tumbes,,5289,4706,0,583
21-08-2020,Peru,Tacna,,6238,5767,0,471
21-08-2020,Peru,San Martin,,11816,10527,0,1289
21-08-2020,Peru,Puno,,6409,5577,0,832
21-08-2020,Peru,Piura,,25312,20723,0,4589
21-08-2020,Peru,Pasco,,3235,3063,0,172
21-08-2020,Peru,Moquegua,,7084,6481,0,603
21-08-2020,Peru,Madre de Dios,,4979,4851,0,128
21-08-2020,Peru,Loreto,,13849,11282,0,2567
21-08-2020,Peru,Lima,,278823,247036,0,31787
21-08-2020,Peru,Lambayeque,,20433,17250,0,3183
21-08-2020,Peru,La Libertad,,20045,16327,0,3718
21-08-2020,Peru,Junin,,12600,10989,0,1611
21-08-2020,Peru,Ica,,17624,14906,0,2718
21-08-2020,Peru,Huanuco,,10219,9531,0,688
21-08-2020,Peru,Huancavelica,,3768,3543,0,225
21-08-2020,Peru,Cusco,,10194,9346,0,848
21-08-2020,Peru,Callao,,25322,21195,0,4127
21-08-2020,Peru,Cajamarca,,12042,10996,0,1046
21-08-2020,Peru,Ayacucho,,6560,6070,0,490
21-08-2020,Peru,Arequipa,,25851,22714,0,3137
21-08-2020,Peru,Apurimac,,2014,1894,0,120
21-08-2020,Peru,Ancash,,16149,14014,0,2135
21-08-2020,Peru,Amazonas,,8813,8418,0,395
21-08-2020,Saint Vincent and the Grenadines,Main territory,,58,2,56,0
21-08-2020,Seychelles,Main territory,,132,6,126,0
21-08-2020,Sri Lanka,Main territory,,2941,141,2789,11
21-08-2020,Uruguay,Main territory,,1516,225,1249,42
21-08-2020,Germany,Other,,2010,2010,0,0
21-08-2020,Germany,Thuringen,,3530,94,3250,186
21-08-2020,Germany,Schleswig-Holstein,,3890,284,3446,160
21-08-2020,Germany,Sachsen-Anhalt,,2173,126,1982,65
21-08-2020,Germany,Sachsen,,5800,186,5389,225
