Day,Country,Province,County,Confirmed,Active,Recovered,Deaths
23-02-2021,Monaco,Main territory,,1904,212,1669,23
23-02-2021,Poland,Main territory,,1648962,217010,1389516,42436
23-02-2021,Senegal,Main territory,,33242,4716,27694,832
23-02-2021,Morocco,Main territory,,481709,7030,466105,8574
23-02-2021,Iraq,Main territory,,675982,39334,623337,13311
23-02-2021,Fiji,Main territory,,56,0,54,2
23-02-2021,Greece,Main territory,,182783,82676,93764,6343
23-02-2021,Haiti,Main territory,,12309,2526,9536,247
23-02-2021,Peru,Other,,0,-1188995,1188995,0
23-02-2021,Peru,Ucayali,,22397,20569,0,1828
23-02-2021,Peru,Tumbes,,11229,10312,0,917
23-02-2021,Peru,Tacna,,19588,18351,0,1237
23-02-2021,Peru,San Martin,,29311,27558,0,1753
23-02-2021,Peru,Puno,,23435,21319,0,2116
23-02-2021,Peru,Piura,,49224,41858,0,7366
23-02-2021,Peru,Pasco,,9169,8609,0,560
23-02-2021,Peru,Moquegua,,19599,18507,0,1092
23-02-2021,Peru,Madre de Dios,,10044,9873,0,171
23-02-2021,Peru,Loreto,,29915,26675,0,3240
23-02-2021,Peru,Lima,,591359,536858,0,54501
23-02-2021,Peru,Lambayeque,,37744,32392,0,5352
23-02-2021,Peru,La Libertad,,43980,38201,0,5779
23-02-2021,Peru,Junin,,42158,38506,0,3652
23-02-2021,Peru,Ica,,40072,35042,0,5030
23-02-2021,Peru,Huanuco,,24977,23194,0,1783
23-02-2021,Peru,Huancavelica,,9446,8874,0,572
23-02-2021,Peru,Cusco,,33791,31630,0,2161
23-02-2021,Peru,Callao,,55716,49123,0,6593
23-02-2021,Peru,Cajamarca,,31966,29989,0,1977
23-02-2021,Peru,Ayacucho,,18814,17763,0,1051
23-02-2021,Peru,Arequipa,,59215,53937,0,5278
23-02-2021,Peru,Apurimac,,11050,10449,0,601
23-02-2021,Peru,Ancash,,41700,38078,0,3622
23-02-2021,Peru,Amazonas,,20858,20165,0,693
23-02-2021,Saint Vincent and the Grenadines,Main territory,,1511,660,845,6
23-02-2021,Seychelles,Main territory,,2514,487,2016,11
23-02-2021,Sri Lanka,Main territory,,81009,4714,75842,453
23-02-2021,Uruguay,Main territory,,53973,5873,47512,588
23-02-2021,Germany,Other,,2217,2217,0,0
23-02-2021,Germany,Thuringen,,74304,4578,66947,2779
23-02-2021,Germany,Schleswig-Holstein,,41468,3309,36914,1245
23-02-2021,Germany,Sachsen-Anhalt,,59194,3591,53237,2366
23-02-2021,Germany,Sachsen,,191578,6599,177450,7529
23-02-2021,Germany,Saarland,,28369,1118,26386,865
23-02-2021,Germany,Rheinland-Pfalz,,100645,4883,92731,3031
23-02-2021,Germany,Nordrhein-Westfalen,,524022,25599,485623,12800
23-02-2021,Germany,Niedersachsen,,160402,9517,146681,4204
23-02-2021,Germany,Mecklenburg-Vorpommern,,23712,2174,20824,714
23-02-2021,Germany,Hessen,,185434,9148,170535,5751
23-02-2021,Germany,Hamburg,,50685,3556,45894,1235
23-02-2021,Germany,Bremen,,17584,702,16551,331
23-02-2021,Germany,Brandenburg,,75337,4099,68289,2949
23-02-2021,Germany,Berlin,,127486,4800,119919,2767
23-02-2021,Germany,Bavaria,,430394,16934,401226,12234
23-02-2021,Germany,Baden-Wurttemberg,,312432,11682,292765,7985
23-02-2021,Zimbabwe,Main territory,,35910,2174,32288,1448
23-02-2021,Thailand,Main territory,,25692,1067,24542,83
23-02-2021,Netherlands,Zuid-Holland,,251470,247794,0,3676
23-02-2021,Netherlands,Zeeland,,16069,15893,0,176
23-02-2021,Netherlands,Utrecht,,84719,83605,0,1114
23-02-2021,Netherlands,Other,,1700,1690,0,10
23-02-2021,Netherlands,Sint Maarten,,2047,47,1973,27
23-02-2021,Netherlands,Overijssel,,74514,73487,0,1027
23-02-2021,Netherlands,Noord-Holland,,181416,179192,0,2224
23-02-2021,Netherlands,Noord-Brabant,,167543,164688,0,2855
23-02-2021,Netherlands,Limburg,,70173,68765,0,1408
23-02-2021,Netherlands,Groningen,,25210,25017,0,193
23-02-2021,Netherlands,Gelderland,,119845,118052,0,1793
23-02-2021,Netherlands,Friesland,,25408,25028,0,380
23-02-2021,Netherlands,Flevoland,,25404,25196,0,208
23-02-2021,Netherlands,Drenthe,,21127,20848,0,279
23-02-2021,Netherlands,Curacao,,4696,63,4611,22
23-02-2021,Netherlands,"Bonaire, Sint Eustatius and Saba",,196,13,180,3
23-02-2021,Netherlands,Aruba,,7735,280,7384,71
23-02-2021,Kuwait,Main territory,,186004,10859,174088,1057
23-02-2021,Liberia,Main territory,,1998,34,1879,85
23-02-2021,Sudan,Main territory,,30205,5506,22823,1876
23-02-2021,Azerbaijan,Main territory,,233424,2208,228012,3204
23-02-2021,Bolivia,Main territory,,244380,44227,188645,11508
23-02-2021,Romania,Main territory,,784711,36446,728252,20013
23-02-2021,Honduras,Main territory,,166547,97616,64891,4040
23-02-2021,Madagascar,Main territory,,19831,238,19296,297
23-02-2021,Austria,Main territory,,448371,16923,423014,8434
23-02-2021,Luxembourg,Main territory,,54354,2780,50945,629
23-02-2021,Bosnia and Herzegovina,Main territory,,129176,10454,113688,5034
23-02-2021,Argentina,Main territory,,2077228,147820,1877898,51510
23-02-2021,Botswana,Main territory,,27721,4648,22773,300
23-02-2021,Dominican Republic,Main territory,,236210,46450,186703,3057
23-02-2021,Mozambique,Main territory,,56595,18419,37570,606
23-02-2021,Cuba,Main territory,,46197,4914,40979,304
23-02-2021,Barbados,Main territory,,2852,758,2063,31
23-02-2021,Denmark,Main territory,,208556,5950,200263,2343
23-02-2021,Denmark,Greenland,,30,0,30,0
23-02-2021,Denmark,Faroe Islands,,658,2,655,1
23-02-2021,Kosovo,Main territory,,66740,6804,58361,1575
23-02-2021,Lebanon,Main territory,,359337,79742,275149,4446
23-02-2021,Mongolia,Main territory,,2755,683,2070,2
23-02-2021,Liechtenstein,Main territory,,2553,15,2484,54
23-02-2021,Libya,Main territory,,130701,11559,117017,2125
23-02-2021,South Sudan,Main territory,,7098,2997,4014,87
23-02-2021,Grenada,Main territory,,148,0,147,1
23-02-2021,Indonesia,Main territory,,1298608,158604,1104990,35014
23-02-2021,Papua New Guinea,Main territory,,1111,255,846,10
23-02-2021,Ireland,Main territory,,216300,188755,23364,4181
23-02-2021,San Marino,Main territory,,3538,298,3167,73
23-02-2021,Uganda,Main territory,,40243,25295,14615,333
23-02-2021,Switzerland,Main territory,,551355,223825,317600,9930
23-02-2021,Spain,Other,,0,0,0,0
23-02-2021,Spain,Pais Vasco,,149446,129574,16160,3712
23-02-2021,Spain,Navarra,,51035,46040,3905,1090
23-02-2021,Spain,Murcia,,105773,102161,2180,1432
23-02-2021,Spain,Melilla,,6843,6652,125,66
