Day,Country,Province,County,Confirmed,Active,Recovered,Deaths
13-08-2021,Micronesia,Main territory,,1,1,0,0
13-08-2021,Romania,Main territory,,1086492,1052155,0,34337
13-08-2021,Bahrain,Main territory,,270692,269308,0,1384
13-08-2021,Eswatini,Main territory,,35350,34438,0,912
13-08-2021,Belgium,West Flanders,,103829,103829,0,0
13-08-2021,Belgium,Walloon Brabant,,44452,44452,0,0
13-08-2021,Belgium,Other,,22464,-2823,0,25287
13-08-2021,Belgium,Namur,,61165,61165,0,0
13-08-2021,Belgium,Luxembourg,,32338,32338,0,0
13-08-2021,Belgium,Limburg,,64811,64811,0,0
13-08-2021,Belgium,Liege,,135546,135546,0,0
13-08-2021,Belgium,Hainaut,,165692,165692,0,0
13-08-2021,Belgium,Flemish Brabant,,90276,90276,0,0
13-08-2021,Belgium,East Flanders,,132119,132119,0,0
13-08-2021,Belgium,Brussels,,145193,145193,0,0
13-08-2021,Belgium,Antwerp,,151984,151984,0,0
13-08-2021,Indonesia,Main territory,,3804943,3689847,0,115096
13-08-2021,Guatemala,Main territory,,407564,396558,0,11006
13-08-2021,Israel,Main territory,,929274,922663,0,6611
13-08-2021,North Macedonia,Main territory,,160571,155039,0,5532
13-08-2021,China,Zhejiang,,1412,1411,0,1
13-08-2021,China,Yunnan,,945,943,0,2
13-08-2021,China,Xinjiang,,980,977,0,3
13-08-2021,China,Other,,0,0,0,0
13-08-2021,China,Tibet,,1,1,0,0
13-08-2021,China,Tianjin,,438,435,0,3
13-08-2021,China,Sichuan,,1178,1175,0,3
13-08-2021,China,Shanxi,,254,254,0,0
13-08-2021,China,Shanghai,,2388,2381,0,7
13-08-2021,China,Shandong,,914,907,0,7
13-08-2021,China,Shaanxi,,667,664,0,3
13-08-2021,China,Qinghai,,18,18,0,0
13-08-2021,China,Ningxia,,77,77,0,0
13-08-2021,China,Macau,,63,63,0,0
13-08-2021,China,Liaoning,,440,438,0,2
13-08-2021,China,Jilin,,574,571,0,3
13-08-2021,China,Jiangxi,,937,936,0,1
13-08-2021,China,Jiangsu,,1543,1543,0,0
13-08-2021,China,Inner Mongolia,,410,409,0,1
13-08-2021,China,Hunan,,1179,1175,0,4
13-08-2021,China,Hubei,,68282,63770,0,4512
13-08-2021,China,Hong Kong,,12030,11818,0,212
13-08-2021,China,Henan,,1507,1485,0,22
13-08-2021,China,Heilongjiang,,1612,1599,0,13
13-08-2021,China,Hebei,,1317,1310,0,7
13-08-2021,China,Hainan,,190,184,0,6
13-08-2021,China,Guizhou,,147,145,0,2
13-08-2021,China,Guangxi,,287,285,0,2
13-08-2021,China,Guangdong,,2950,2942,0,8
13-08-2021,China,Gansu,,199,197,0,2
13-08-2021,China,Fujian,,766,765,0,1
13-08-2021,China,Chongqing,,603,597,0,6
13-08-2021,China,Beijing,,1103,1094,0,9
13-08-2021,China,Anhui,,1008,1002,0,6
13-08-2021,Suriname,Main territory,,26433,25757,0,676
13-08-2021,Zimbabwe,Main territory,,119508,115435,0,4073
13-08-2021,Sierra Leone,Main territory,,6333,6212,0,121
13-08-2021,Mauritania,Main territory,,29603,28969,0,634
13-08-2021,Trinidad and Tobago,Main territory,,41528,40361,0,1167
13-08-2021,Burkina Faso,Main territory,,13668,13498,0,170
13-08-2021,Morocco,Main territory,,741836,731013,0,10823
13-08-2021,Nicaragua,Main territory,,10251,10054,0,197
13-08-2021,Peru,Other,,4303,4126,0,177
13-08-2021,Peru,Ucayali,,31918,28861,0,3057
13-08-2021,Peru,Tumbes,,18016,16473,0,1543
13-08-2021,Peru,Tacna,,29303,27370,0,1933
13-08-2021,Peru,San Martin,,47755,44812,0,2943
13-08-2021,Peru,Puno,,37654,33685,0,3969
13-08-2021,Peru,Piura,,84924,73137,0,11787
13-08-2021,Peru,Pasco,,15315,14294,0,1021
13-08-2021,Peru,Moquegua,,28757,27278,0,1479
13-08-2021,Peru,Madre de Dios,,13708,12953,0,755
13-08-2021,Peru,Loreto,,44520,40379,0,4141
13-08-2021,Peru,Lima,,929028,841399,0,87629
13-08-2021,Peru,Lambayeque,,60169,51652,0,8517
13-08-2021,Peru,La Libertad,,85951,75892,0,10059
13-08-2021,Peru,Junin,,82461,75572,0,6889
13-08-2021,Peru,Ica,,56976,48772,0,8204
13-08-2021,Peru,Huanuco,,34901,32244,0,2657
13-08-2021,Peru,Huancavelica,,15750,14619,0,1131
13-08-2021,Peru,Cusco,,71140,66493,0,4647
13-08-2021,Peru,Callao,,98806,88950,0,9856
13-08-2021,Peru,Cajamarca,,64233,60191,0,4042
13-08-2021,Peru,Ayacucho,,32232,30170,0,2062
13-08-2021,Peru,Arequipa,,111833,102307,0,9526
13-08-2021,Peru,Apurimac,,25614,24142,0,1472
13-08-2021,Peru,Ancash,,75179,68618,0,6561
13-08-2021,Peru,Amazonas,,30891,29669,0,1222
13-08-2021,Somalia,Main territory,,16195,15325,0,870
13-08-2021,Solomon Islands,Main territory,,20,20,0,0
13-08-2021,Libya,Main territory,,279099,275230,0,3869
13-08-2021,Japan,Yamanashi,,3133,3112,0,21
13-08-2021,Japan,Yamaguchi,,3664,3584,0,80
13-08-2021,Japan,Yamagata,,2558,2510,0,48
13-08-2021,Japan,Wakayama,,3385,3335,0,50
13-08-2021,Japan,Other,,8,8,0,0
13-08-2021,Japan,Toyama,,2838,2800,0,38
13-08-2021,Japan,Tottori,,1086,1083,0,3
13-08-2021,Japan,Tokyo,,269811,267479,0,2332
13-08-2021,Japan,Tokushima,,1906,1843,0,63
13-08-2021,Japan,Tochigi,,10033,9940,0,93
13-08-2021,Japan,Shizuoka,,13633,13475,0,158
13-08-2021,Japan,Shimane,,915,913,0,2
13-08-2021,Japan,Shiga,,7326,7231,0,95
13-08-2021,Japan,Saitama,,72959,72100,0,859
13-08-2021,Japan,Saga,,3327,3301,0,26
13-08-2021,Japan,Port Quarantine,,3664,3660,0,4
13-08-2021,Japan,Osaka,,128862,126120,0,2742
13-08-2021,Japan,Okinawa,,31578,31334,0,244
13-08-2021,Japan,Okayama,,9608,9481,0,127
13-08-2021,Japan,Oita,,4259,4195,0,64
13-08-2021,Japan,Niigata,,4995,4941,0,54
13-08-2021,Japan,Nara,,10080,9945,0,135
13-08-2021,Japan,Nagasaki,,4025,3956,0,69
13-08-2021,Japan,Nagano,,6036,5942,0,94
13-08-2021,Japan,Miyazaki,,3697,3670,0,27
13-08-2021,Japan,Miyagi,,11327,11235,0,92
13-08-2021,Japan,Mie,,6778,6663,0,115
13-08-2021,Japan,Kyoto,,21808,21559,0,249
13-08-2021,Japan,Kumamoto,,8580,8458,0,122
13-08-2021,Japan,Kochi,,2268,2238,0,30
13-08-2021,Japan,Kanagawa,,106217,105196,0,1021
13-08-2021,Japan,Kagoshima,,4990,4946,0,44
13-08-2021,Japan,Kagawa,,2829,2797,0,32
13-08-2021,Japan,Iwate,,2335,2288,0,47
13-08-2021,Japan,Ishikawa,,6110,5990,0,120
13-08-2021,Japan,Ibaraki,,15585,15410,0,175
13-08-2021,Japan,Hyogo,,49902,48579,0,1323
13-08-2021,Japan,Hokkaido,,48707,47278,0,1429
13-08-2021,Japan,Hiroshima,,13436,13256,0,180
13-08-2021,Japan,Gunma,,10591,10435,0,156
13-08-2021,Japan,Gifu,,10440,10251,0,189
13-08-2021,Japan,Fukushima,,7057,6895,0,162
13-08-2021,Japan,Fukuoka,,48283,47732,0,551
13-08-2021,Japan,Fukui,,1955,1919,0,36
13-08-2021,Japan,Ehime,,3481,3404,0,77
13-08-2021,Japan,Chiba,,61291,60542,0,749
13-08-2021,Japan,Aomori,,3073,3041,0,32
13-08-2021,Japan,Akita,,1154,1133,0,21
13-08-2021,Japan,Aichi,,59118,58102,0,1016
13-08-2021,Ireland,Main territory,,320915,315856,0,5059
13-08-2021,Sudan,Main territory,,37543,34739,0,2804
13-08-2021,Rwanda,Main territory,,78818,77880,0,938
13-08-2021,UK,Wales,,251048,245414,0,5634
