Day,Country,Province,County,Confirmed,Active,Recovered,Deaths
24-04-2021,Monaco,Main territory,,2429,71,2327,31
24-04-2021,Poland,Main territory,,2751632,263751,2422659,65222
24-04-2021,Senegal,Main territory,,40082,168,38815,1099
24-04-2021,Morocco,Main territory,,509037,5177,494872,8988
24-04-2021,Iraq,Main territory,,1025288,112105,897966,15217
24-04-2021,Fiji,Main territory,,87,20,65,2
24-04-2021,Greece,Main territory,,331730,228016,93764,9950
24-04-2021,Haiti,Main territory,,12944,748,11945,251
24-04-2021,Peru,Other,,0,-1679099,1679099,0
24-04-2021,Peru,Ucayali,,29477,26816,0,2661
24-04-2021,Peru,Tumbes,,14881,13586,0,1295
24-04-2021,Peru,Tacna,,23089,21551,0,1538
24-04-2021,Peru,San Martin,,39184,36854,0,2330
24-04-2021,Peru,Puno,,28181,25423,0,2758
24-04-2021,Peru,Piura,,68157,58473,0,9684
24-04-2021,Peru,Pasco,,12544,11778,0,766
24-04-2021,Peru,Moquegua,,22915,21728,0,1187
24-04-2021,Peru,Madre de Dios,,12602,12379,0,223
24-04-2021,Peru,Loreto,,38119,34249,0,3870
24-04-2021,Peru,Lima,,810991,734604,0,76387
24-04-2021,Peru,Lambayeque,,48480,41678,0,6802
24-04-2021,Peru,La Libertad,,63227,55157,0,8070
24-04-2021,Peru,Junin,,59358,54366,0,4992
24-04-2021,Peru,Ica,,47769,41165,0,6604
24-04-2021,Peru,Huanuco,,29466,27328,0,2138
24-04-2021,Peru,Huancavelica,,12682,11796,0,886
24-04-2021,Peru,Cusco,,52251,48856,0,3395
24-04-2021,Peru,Callao,,90012,81263,0,8749
24-04-2021,Peru,Cajamarca,,49506,46496,0,3010
24-04-2021,Peru,Ayacucho,,25679,24097,0,1582
24-04-2021,Peru,Arequipa,,70911,64663,0,6248
24-04-2021,Peru,Apurimac,,18249,17295,0,954
24-04-2021,Peru,Ancash,,60734,55596,0,5138
24-04-2021,Peru,Amazonas,,25686,24783,0,903
24-04-2021,Saint Vincent and the Grenadines,Main territory,,1830,109,1711,10
24-04-2021,Seychelles,Main territory,,5206,505,4675,26
24-04-2021,Sri Lanka,Main territory,,100586,5793,94155,638
24-04-2021,Uruguay,Main territory,,182326,28374,151669,2283
24-04-2021,Germany,Other,,3622,3622,0,0
24-04-2021,Germany,Thuringen,,112543,10032,98770,3741
24-04-2021,Germany,Schleswig-Holstein,,57351,4805,51050,1496
24-04-2021,Germany,Sachsen-Anhalt,,87544,7362,77140,3042
24-04-2021,Germany,Sachsen,,254957,21124,224900,8933
24-04-2021,Germany,Saarland,,36236,2594,32680,962
24-04-2021,Germany,Rheinland-Pfalz,,135587,13473,118600,3514
24-04-2021,Germany,Nordrhein-Westfalen,,714360,72642,626500,15218
24-04-2021,Germany,Niedersachsen,,230846,18222,207400,5224
24-04-2021,Germany,Mecklenburg-Vorpommern,,38532,4188,33380,964
24-04-2021,Germany,Hessen,,255088,25246,223100,6742
24-04-2021,Germany,Hamburg,,70163,7652,61050,1461
24-04-2021,Germany,Bremen,,24539,2273,21820,446
24-04-2021,Germany,Brandenburg,,99879,7767,88610,3502
24-04-2021,Germany,Berlin,,164116,10429,150500,3187
24-04-2021,Germany,Bavaria,,578061,52294,511800,13967
24-04-2021,Germany,Baden-Wurttemberg,,427869,43058,375600,9211
24-04-2021,Zimbabwe,Main territory,,38064,1407,35101,1556
24-04-2021,Thailand,Main territory,,53022,26020,26873,129
24-04-2021,Netherlands,Zuid-Holland,,346252,342146,0,4106
24-04-2021,Netherlands,Zeeland,,24813,24580,0,233
