Day,Country,Province,County,Confirmed,Active,Recovered,Deaths
16-10-2020,Monaco,Main territory,,255,36,217,2
16-10-2020,Poland,Main territory,,157608,66395,87773,3440
16-10-2020,Senegal,Main territory,,15368,1347,13704,317
16-10-2020,Morocco,Main territory,,167148,25341,138989,2818
16-10-2020,Iraq,Main territory,,420303,56199,353962,10142
16-10-2020,Fiji,Main territory,,32,0,30,2
16-10-2020,Greece,Main territory,,24450,22613,1347,490
16-10-2020,Haiti,Main territory,,8908,1495,7182,231
16-10-2020,Peru,Other,,0,-769077,769077,0
16-10-2020,Peru,Ucayali,,16997,15497,0,1500
16-10-2020,Peru,Tumbes,,7712,7036,0,676
16-10-2020,Peru,Tacna,,12577,11841,0,736
16-10-2020,Peru,San Martin,,19577,18080,0,1497
16-10-2020,Peru,Puno,,16178,14813,0,1365
16-10-2020,Peru,Piura,,37101,31691,0,5410
16-10-2020,Peru,Pasco,,5411,5135,0,276
16-10-2020,Peru,Moquegua,,13764,12969,0,795
16-10-2020,Peru,Madre de Dios,,8562,8420,0,142
16-10-2020,Peru,Loreto,,20654,17980,0,2674
16-10-2020,Peru,Lima,,390497,351591,0,38906
16-10-2020,Peru,Lambayeque,,27277,23388,0,3889
16-10-2020,Peru,La Libertad,,30886,26517,0,4369
16-10-2020,Peru,Junin,,21297,19114,0,2183
16-10-2020,Peru,Ica,,28819,25479,0,3340
16-10-2020,Peru,Huanuco,,16625,15717,0,908
16-10-2020,Peru,Huancavelica,,7012,6663,0,349
16-10-2020,Peru,Cusco,,21422,20031,0,1391
16-10-2020,Peru,Callao,,35126,30282,0,4844
16-10-2020,Peru,Cajamarca,,21066,19666,0,1400
16-10-2020,Peru,Ayacucho,,12449,11703,0,746
16-10-2020,Peru,Arequipa,,43281,39358,0,3923
16-10-2020,Peru,Apurimac,,5241,4988,0,253
16-10-2020,Peru,Ancash,,24446,21853,0,2593
16-10-2020,Peru,Amazonas,,15763,15247,0,516
16-10-2020,Saint Vincent and the Grenadines,Main territory,,65,1,64,0
16-10-2020,Seychelles,Main territory,,149,1,148,0
16-10-2020,Sri Lanka,Main territory,,5354,1956,3385,13
16-10-2020,Uruguay,Main territory,,2450,357,2042,51
16-10-2020,Germany,Other,,2988,2988,0,0
16-10-2020,Germany,Thuringen,,4793,541,4054,198
16-10-2020,Germany,Schleswig-Holstein,,5600,618,4819,163
16-10-2020,Germany,Sachsen-Anhalt,,3137,409,2657,71
16-10-2020,Germany,Sachsen,,9738,2230,7251,257
16-10-2020,Germany,Saarland,,4305,743,3385,177
16-10-2020,Germany,Rheinland-Pfalz,,13227,2135,10829,263
16-10-2020,Germany,Nordrhein-Westfalen,,88204,16261,70000,1943
16-10-2020,Germany,Niedersachsen,,25287,4044,20533,710
16-10-2020,Germany,Mecklenburg-Vorpommern,,1647,337,1290,20
16-10-2020,Germany,Hessen,,25033,4970,19491,572
16-10-2020,Germany,Hamburg,,9665,1776,7611,278
16-10-2020,Germany,Bremen,,3477,942,2473,62
16-10-2020,Germany,Brandenburg,,5380,822,4380,178
16-10-2020,Germany,Berlin,,20764,4674,15850,240
16-10-2020,Germany,Bavaria,,77904,8948,66242,2714
16-10-2020,Germany,Baden-Wurttemberg,,58653,8564,48162,1927
16-10-2020,Zimbabwe,Main territory,,8099,195,7673,231
16-10-2020,Thailand,Main territory,,3686,146,3481,59
16-10-2020,Netherlands,Zuid-Holland,,62820,61320,0,1500
16-10-2020,Netherlands,Zeeland,,2144,2068,0,76
16-10-2020,Netherlands,Utrecht,,18121,17657,0,464
16-10-2020,Netherlands,Other,,1654,1635,0,19
16-10-2020,Netherlands,Sint Maarten,,746,65,659,22
16-10-2020,Netherlands,Overijssel,,9955,9596,0,359
16-10-2020,Netherlands,Noord-Holland,,42151,41234,0,917
16-10-2020,Netherlands,Noord-Brabant,,30758,29156,0,1602
16-10-2020,Netherlands,Limburg,,9706,8932,0,774
16-10-2020,Netherlands,Groningen,,3979,3958,0,21
16-10-2020,Netherlands,Gelderland,,20189,19454,0,735
16-10-2020,Netherlands,Friesland,,3665,3593,0,72
16-10-2020,Netherlands,Flevoland,,3811,3709,0,102
16-10-2020,Netherlands,Drenthe,,2985,2918,0,67
16-10-2020,Netherlands,Curacao,,698,306,391,1
16-10-2020,Netherlands,"Bonaire, Sint Eustatius and Saba",,150,37,111,2
16-10-2020,Netherlands,Aruba,,4289,310,3947,32
16-10-2020,Kuwait,Main territory,,114744,7559,106495,690
16-10-2020,Liberia,Main territory,,1377,31,1264,82
16-10-2020,Sudan,Main territory,,13700,6100,6764,836
