Day,Country,Province,County,Confirmed,Active,Recovered,Deaths
11-09-2020,Monaco,Main territory,,168,44,123,1
11-09-2020,Poland,Main territory,,73047,12030,58848,2169
11-09-2020,Senegal,Main territory,,14193,3550,10350,293
11-09-2020,Morocco,Main territory,,82197,16479,64194,1524
11-09-2020,Iraq,Main territory,,282672,57395,217396,7881
11-09-2020,Fiji,Main territory,,32,6,24,2
11-09-2020,Greece,Main territory,,12734,11087,1347,300
11-09-2020,Haiti,Main territory,,8429,2094,6120,215
11-09-2020,Peru,Other,,0,-544745,544745,0
11-09-2020,Peru,Ucayali,,14760,13335,0,1425
11-09-2020,Peru,Tumbes,,6124,5489,0,635
11-09-2020,Peru,Tacna,,10120,9473,0,647
11-09-2020,Peru,San Martin,,14999,13607,0,1392
11-09-2020,Peru,Puno,,10257,9077,0,1180
11-09-2020,Peru,Piura,,31579,26586,0,4993
11-09-2020,Peru,Pasco,,4316,4083,0,233
11-09-2020,Peru,Moquegua,,10077,9346,0,731
11-09-2020,Peru,Madre de Dios,,6665,6533,0,132
11-09-2020,Peru,Loreto,,16906,14278,0,2628
11-09-2020,Peru,Lima,,331544,295842,0,35702
11-09-2020,Peru,Lambayeque,,23395,19899,0,3496
11-09-2020,Peru,La Libertad,,24461,20393,0,4068
11-09-2020,Peru,Junin,,16716,14775,0,1941
11-09-2020,Peru,Ica,,23476,20426,0,3050
11-09-2020,Peru,Huanuco,,13674,12864,0,810
11-09-2020,Peru,Huancavelica,,5410,5105,0,305
11-09-2020,Peru,Cusco,,17568,16378,0,1190
11-09-2020,Peru,Callao,,29229,24753,0,4476
11-09-2020,Peru,Cajamarca,,17054,15820,0,1234
11-09-2020,Peru,Ayacucho,,9453,8808,0,645
11-09-2020,Peru,Arequipa,,36590,32989,0,3601
11-09-2020,Peru,Apurimac,,3718,3534,0,184
11-09-2020,Peru,Ancash,,19857,17474,0,2383
11-09-2020,Peru,Amazonas,,12119,11669,0,450
11-09-2020,Saint Vincent and the Grenadines,Main territory,,64,3,61,0
11-09-2020,Seychelles,Main territory,,138,2,136,0
11-09-2020,Sri Lanka,Main territory,,3169,188,2969,12
11-09-2020,Uruguay,Main territory,,1773,238,1490,45
11-09-2020,Germany,Other,,2033,2033,0,0
11-09-2020,Germany,Thuringen,,3745,111,3446,188
