Day,Country,Province,County,Confirmed,Active,Recovered,Deaths
23-02-2020,Iraq,Main territory,,0,0,0,0
23-02-2020,Sri Lanka,Main territory,,1,0,1,0
23-02-2020,Germany,Main territory,,16,2,14,0
23-02-2020,Thailand,Main territory,,35,14,21,0
23-02-2020,Lebanon,Main territory,,1,1,0,0
23-02-2020,Spain,Main territory,,2,0,2,0
23-02-2020,Finland,Main territory,,1,0,1,0
23-02-2020,Nepal,Main territory,,1,0,1,0
23-02-2020,Singapore,Main territory,,89,38,51,0
23-02-2020,Egypt,Main territory,,1,1,0,0
23-02-2020,Italy,Main territory,,155,150,2,3
23-02-2020,Russia,Main territory,,2,0,2,0
23-02-2020,Canada,Ontario,London,1,0,1,0
23-02-2020,Canada,Ontario,Toronto,2,0,2,0
23-02-2020,Canada,British Columbia,,6,6,0,0
23-02-2020,Kiribati,Main territory,,0,0,0,0
23-02-2020,New Zealand,Cook Islands,,0,0,0,0
23-02-2020,Cambodia,Main territory,,1,0,1,0
23-02-2020,Malaysia,Main territory,,22,7,15,0
23-02-2020,Taiwan,Main territory,,28,25,2,1
23-02-2020,Japan,Main territory,,147,124,22,1
23-02-2020,United Arab Emirates,Main territory,,13,9,4,0
23-02-2020,Australia,South Australia,,2,0,2,0
23-02-2020,Australia,Victoria,,4,0,4,0
23-02-2020,Australia,New South Wales,,4,0,4,0
23-02-2020,Australia,Queensland,,5,4,1,0
23-02-2020,Vietnam,Main territory,,16,2,14,0
23-02-2020,India,Main territory,,3,0,3,0
23-02-2020,Iran,Main territory,,43,35,0,8
23-02-2020,France,Main territory,,12,7,4,1
23-02-2020,China,Other,,0,0,0,0
23-02-2020,China,Tibet,,1,0,1,0
23-02-2020,China,Macau,,10,4,6,0
23-02-2020,China,Qinghai,,18,0,18,0
23-02-2020,China,Ningxia,,71,15,56,0
23-02-2020,China,Hong Kong,,74,61,11,2
23-02-2020,China,Inner Mongolia,,75,48,27,0
23-02-2020,China,Xinjiang,,76,46,28,2
23-02-2020,China,Jilin,,91,36,54,1
23-02-2020,China,Gansu,,91,11,78,2
23-02-2020,China,Liaoning,,121,47,73,1
23-02-2020,China,Shanxi,,132,44,88,0
23-02-2020,China,Tianjin,,135,51,81,3
23-02-2020,China,Guizhou,,146,42,102,2
23-02-2020,China,Hainan,,168,57,106,5
23-02-2020,China,Yunnan,,174,57,115,2
23-02-2020,China,Shaanxi,,245,81,163,1
23-02-2020,China,Guangxi,,249,141,106,2
23-02-2020,China,Fujian,,293,122,170,1
23-02-2020,China,Hebei,,311,86,219,6
23-02-2020,China,Shanghai,,335,83,249,3
23-02-2020,China,Beijing,,399,206,189,4
23-02-2020,China,Heilongjiang,,480,246,222,12
23-02-2020,China,Sichuan,,526,262,261,3
23-02-2020,China,Chongqing,,575,234,335,6
23-02-2020,China,Jiangsu,,631,213,418,0
23-02-2020,China,Shandong,,754,429,321,4
23-02-2020,China,Jiangxi,,934,320,613,1
23-02-2020,China,Anhui,,989,346,637,6
23-02-2020,China,Hunan,,1016,298,714,4
23-02-2020,China,Zhejiang,,1205,444,760,1
23-02-2020,China,Henan,,1271,384,868,19
23-02-2020,China,Guangdong,,1342,581,755,6
23-02-2020,China,Hubei,,64084,46395,15343,2346
23-02-2020,Philippines,Main territory,,3,1,1,1
23-02-2020,US,Arizona,Tempe,1,1,0,0
23-02-2020,US,Washington,Seattle,1,0,1,0
23-02-2020,US,Texas,San Antonio,1,1,0,0
23-02-2020,US,California,Sacramento,1,1,0,0
23-02-2020,US,California,Orange,1,1,0,0
23-02-2020,US,Wisconsin,Madison,1,1,0,0
23-02-2020,US,California,Los Angeles,1,1,0,0
23-02-2020,US,California,Humboldt,1,1,0,0
23-02-2020,US,Massachusetts,Boston,1,1,0,0
23-02-2020,US,California,Santa Clara,2,1,1,0
23-02-2020,US,California,San Diego,2,1,1,0
23-02-2020,US,California,San Benito,2,2,0,0
23-02-2020,US,Illinois,Chicago,2,0,2,0
23-02-2020,UK,Main territory,,9,1,8,0
23-02-2020,Belgium,Main territory,,1,0,1,0
23-02-2020,South Korea,Main territory,,602,578,18,6
23-02-2020,Palau,Main territory,,0,0,0,0
23-02-2020,Sweden,Main territory,,1,1,0,0
