Day,Country,Province,County,Confirmed,Active,Recovered,Deaths
12-03-2020,Monaco,Main territory,,2,2,0,0
12-03-2020,Poland,Main territory,,49,48,0,1
12-03-2020,Senegal,Main territory,,4,3,1,0
12-03-2020,Morocco,Main territory,,6,5,0,1
12-03-2020,Iraq,Main territory,,71,48,15,8
12-03-2020,Greece,Main territory,,99,98,0,1
12-03-2020,Peru,Main territory,,15,12,0,3
12-03-2020,Sri Lanka,Main territory,,2,1,1,0
12-03-2020,Germany,Main territory,,2078,2050,25,3
12-03-2020,Thailand,Main territory,,70,34,35,1
12-03-2020,Netherlands,Main territory,,503,498,0,5
12-03-2020,Kuwait,Main territory,,80,75,5,0
12-03-2020,Azerbaijan,Main territory,,11,8,3,0
12-03-2020,Bolivia,Main territory,,2,2,0,0
12-03-2020,Romania,Main territory,,49,43,6,0
12-03-2020,Honduras,Main territory,,2,2,0,0
12-03-2020,Austria,Main territory,,302,297,4,1
12-03-2020,Luxembourg,Main territory,,19,19,0,0
12-03-2020,Bosnia and Herzegovina,Main territory,,11,11,0,0
12-03-2020,Argentina,Main territory,,19,18,0,1
12-03-2020,Dominican Republic,Main territory,,5,5,0,0
12-03-2020,Cuba,Main territory,,3,3,0,0
12-03-2020,Denmark,Faroe Islands,,2,2,0,0
12-03-2020,Denmark,Main territory,,615,614,1,0
12-03-2020,Lebanon,Main territory,,61,57,1,3
12-03-2020,Mongolia,Main territory,,1,1,0,0
12-03-2020,Liechtenstein,Main territory,,1,1,0,0
12-03-2020,Indonesia,Main territory,,34,31,2,1
12-03-2020,Ireland,Main territory,,43,42,0,1
12-03-2020,San Marino,Main territory,,69,66,0,3
12-03-2020,Switzerland,Main territory,,652,644,4,4
12-03-2020,Spain,Main territory,,2277,2039,183,55
12-03-2020,Paraguay,Main territory,,5,5,0,0
12-03-2020,Latvia,Main territory,,10,9,1,0
12-03-2020,Bhutan,Main territory,,1,1,0,0
12-03-2020,Finland,Main territory,,59,58,1,0
12-03-2020,Nepal,Main territory,,1,0,1,0
12-03-2020,Singapore,Main territory,,178,82,96,0
12-03-2020,Iceland,Main territory,,103,102,1,0
12-03-2020,Egypt,Main territory,,67,39,27,1
12-03-2020,Andorra,Main territory,,1,0,1,0
12-03-2020,Malta,Main territory,,6,6,0,0
12-03-2020,Costa Rica,Main territory,,22,22,0,0
12-03-2020,Cameroon,Main territory,,2,2,0,0
12-03-2020,Italy,Main territory,,12462,10590,1045,827
12-03-2020,Ecuador,Main territory,,17,17,0,0
12-03-2020,Qatar,Main territory,,262,262,0,0
12-03-2020,Russia,Ярославская обл.,,0,0,0,0
12-03-2020,Russia,Ямало-Ненецкий АО,,0,0,0,0
12-03-2020,Russia,Чувашия,,0,0,0,0
12-03-2020,Russia,Чечня,,0,0,0,0
12-03-2020,Russia,Челябинская обл.,,0,0,0,0
12-03-2020,Russia,ХМАО – Югра,,0,0,0,0
12-03-2020,Russia,Хакасия,,0,0,0,0
12-03-2020,Russia,Хабаровский край,,0,0,0,0
12-03-2020,Russia,Ульяновская обл.,,0,0,0,0
12-03-2020,Russia,Удмуртия,,0,0,0,0
12-03-2020,Russia,Тюменская обл.,,0,0,0,0
12-03-2020,Russia,Тыва,,0,0,0,0
12-03-2020,Russia,Тульская обл.,,0,0,0,0
12-03-2020,Russia,Томская обл.,,0,0,0,0
12-03-2020,Russia,Тверская обл.,,0,0,0,0
12-03-2020,Russia,Татарстан,,0,0,0,0
12-03-2020,Russia,Тамбовская обл.,,0,0,0,0
12-03-2020,Russia,Ставропольский край,,0,0,0,0
12-03-2020,Russia,Смоленская обл.,,0,0,0,0
12-03-2020,Russia,Северная Осетия,,0,0,0,0
12-03-2020,Russia,Севастополь,,0,0,0,0
12-03-2020,Russia,Свердловская обл.,,0,0,0,0
12-03-2020,Russia,Сахалинская обл.,,0,0,0,0
12-03-2020,Russia,Саха (Якутия),,0,0,0,0
12-03-2020,Russia,Саратовская обл.,,0,0,0,0
12-03-2020,Russia,Санкт-Петербург,,1,1,0,0
12-03-2020,Russia,Самарская обл.,,0,0,0,0
12-03-2020,Russia,Рязанская обл.,,0,0,0,0
12-03-2020,Russia,Ростовская обл.,,0,0,0,0
12-03-2020,Russia,Псковская обл.,,0,0,0,0
12-03-2020,Russia,Приморский край,,0,0,0,0
12-03-2020,Russia,Пермский край,,0,0,0,0
12-03-2020,Russia,Пензенская обл.,,0,0,0,0
12-03-2020,Russia,Орловская обл.,,0,0,0,0
12-03-2020,Russia,Оренбургская обл.,,0,0,0,0
12-03-2020,Russia,Омская обл.,,0,0,0,0
12-03-2020,Russia,Новосибирская обл.,,0,0,0,0
12-03-2020,Russia,Новгородская обл.,,0,0,0,0
12-03-2020,Russia,Нижегородская обл.,,1,1,0,0
12-03-2020,Russia,Мурманская обл.,,0,0,0,0
12-03-2020,Russia,Московская обл.,,4,4,0,0
12-03-2020,Russia,Москва,,21,21,0,0
12-03-2020,Russia,Мордовия,,0,0,0,0
12-03-2020,Russia,Марий Эл,,0,0,0,0
12-03-2020,Russia,Магаданская обл.,,0,0,0,0
12-03-2020,Russia,Липецкая обл.,,3,3,0,0
12-03-2020,Russia,Ленинградская обл.,,0,0,0,0
12-03-2020,Russia,Курская обл.,,0,0,0,0
12-03-2020,Russia,Курганская обл.,,0,0,0,0
12-03-2020,Russia,Крым,,0,0,0,0
12-03-2020,Russia,Красноярский край,,0,0,0,0
12-03-2020,Russia,Краснодарский край,,1,1,0,0
12-03-2020,Russia,Костромская обл.,,0,0,0,0
12-03-2020,Russia,Коми,,0,0,0,0
12-03-2020,Russia,Кировская обл.,,0,0,0,0
12-03-2020,Russia,Кемеровская обл.,,0,0,0,0
12-03-2020,Russia,Карелия,,0,0,0,0
12-03-2020,Russia,Карачаево-Черкессия,,0,0,0,0
12-03-2020,Russia,Камчатский край,,0,0,0,0
12-03-2020,Russia,Калужская обл.,,0,0,0,0
12-03-2020,Russia,Калмыкия,,0,0,0,0
12-03-2020,Russia,Калининградская обл.,,2,2,0,0
12-03-2020,Russia,Кабардино-Балкария,,0,0,0,0
12-03-2020,Russia,Иркутская обл.,,0,0,0,0
12-03-2020,Russia,Ингушетия,,0,0,0,0
12-03-2020,Russia,Ивановская обл.,,0,0,0,0
12-03-2020,Russia,Забайкальский край,,0,0,0,0
12-03-2020,Russia,Еврейская АО,,0,0,0,0
12-03-2020,Russia,Дагестан,,0,0,0,0
12-03-2020,Russia,Воронежская обл.,,0,0,0,0
12-03-2020,Russia,Вологодская обл.,,0,0,0,0
12-03-2020,Russia,Волгоградская обл.,,0,0,0,0
12-03-2020,Russia,Владимирская обл.,,0,0,0,0
12-03-2020,Russia,Бурятия,,0,0,0,0
12-03-2020,Russia,Брянская обл.,,0,0,0,0
12-03-2020,Russia,Белгородская обл.,,1,1,0,0
12-03-2020,Russia,Башкортостан,,0,0,0,0
12-03-2020,Russia,Астраханская обл.,,0,0,0,0
12-03-2020,Russia,Архангельская обл.,,0,0,0,0
12-03-2020,Russia,Амурская обл.,,0,0,0,0
12-03-2020,Russia,Алтайский край,,0,0,0,0
12-03-2020,Russia,Адыгея,,0,0,0,0
12-03-2020,Jamaica,Main territory,,2,2,0,0
12-03-2020,North Macedonia,Main territory,,7,7,0,0
12-03-2020,Canada,New Brunswick,,1,1,0,0
12-03-2020,Canada,Quebec,,9,9,0,0
12-03-2020,Canada,Alberta,,19,19,0,0
12-03-2020,Canada,Ontario,,42,38,4,0
12-03-2020,Canada,British Columbia,,46,41,4,1
12-03-2020,Afghanistan,Main territory,,12,12,0,0
12-03-2020,Chile,Main territory,,23,23,0,0
