Day,Country,Province,County,Confirmed,Active,Recovered,Deaths
22-08-2020,Monaco,Main territory,,154,34,116,4
22-08-2020,Poland,Main territory,,61181,17569,41661,1951
22-08-2020,Senegal,Main territory,,12850,4419,8165,266
22-08-2020,Morocco,Main territory,,50812,14914,35040,858
22-08-2020,Iraq,Main territory,,201050,51304,143393,6353
22-08-2020,Fiji,Main territory,,28,4,23,1
22-08-2020,Greece,Main territory,,8381,6794,1347,240
22-08-2020,Haiti,Main territory,,8016,2373,5447,196
22-08-2020,Peru,Other,,0,-380730,380730,0
22-08-2020,Peru,Ucayali,,12578,11244,0,1334
22-08-2020,Peru,Tumbes,,5359,4776,0,583
22-08-2020,Peru,Tacna,,6468,5983,0,485
22-08-2020,Peru,San Martin,,11975,10676,0,1299
22-08-2020,Peru,Puno,,6758,5901,0,857
22-08-2020,Peru,Piura,,25620,21006,0,4614
22-08-2020,Peru,Pasco,,3301,3127,0,174
22-08-2020,Peru,Moquegua,,7414,6797,0,617
22-08-2020,Peru,Madre de Dios,,5067,4939,0,128
22-08-2020,Peru,Loreto,,13964,11392,0,2572
22-08-2020,Peru,Lima,,282022,250014,0,32008
22-08-2020,Peru,Lambayeque,,20749,17550,0,3199
22-08-2020,Peru,La Libertad,,20369,16635,0,3734
22-08-2020,Peru,Junin,,12784,11154,0,1630
22-08-2020,Peru,Ica,,17829,15090,0,2739
22-08-2020,Peru,Huanuco,,10440,9743,0,697
22-08-2020,Peru,Huancavelica,,3871,3641,0,230
22-08-2020,Peru,Cusco,,10613,9734,0,879
22-08-2020,Peru,Callao,,25566,21429,0,4137
22-08-2020,Peru,Cajamarca,,12326,11274,0,1052
22-08-2020,Peru,Ayacucho,,6746,6248,0,498
22-08-2020,Peru,Arequipa,,26777,23608,0,3169
22-08-2020,Peru,Apurimac,,2096,1972,0,124
22-08-2020,Peru,Ancash,,16365,14213,0,2152
22-08-2020,Peru,Amazonas,,9010,8609,0,401
22-08-2020,Saint Vincent and the Grenadines,Main territory,,58,2,56,0
22-08-2020,Seychelles,Main territory,,132,6,126,0
22-08-2020,Sri Lanka,Main territory,,2947,137,2798,12
22-08-2020,Uruguay,Main territory,,1521,215,1264,42
22-08-2020,Germany,Other,,1382,1382,0,0
22-08-2020,Germany,Thuringen,,3546,110,3250,186
22-08-2020,Germany,Schleswig-Holstein,,3902,288,3454,160
22-08-2020,Germany,Sachsen-Anhalt,,2173,115,1993,65
22-08-2020,Germany,Sachsen,,5806,174,5407,225
22-08-2020,Germany,Saarland,,3055,121,2760,174
22-08-2020,Germany,Rheinland-Pfalz,,8608,803,7563,242
22-08-2020,Germany,Nordrhein-Westfalen,,56599,4391,50411,1797
22-08-2020,Germany,Niedersachsen,,16038,1098,14281,659
22-08-2020,Germany,Mecklenburg-Vorpommern,,992,59,913,20
22-08-2020,Germany,Hessen,,14409,1619,12262,528
22-08-2020,Germany,Hamburg,,6045,472,5308,265
22-08-2020,Germany,Bremen,,1896,82,1758,56
22-08-2020,Germany,Brandenburg,,3817,174,3470,173
22-08-2020,Germany,Berlin,,10716,830,9660,226
22-08-2020,Germany,Bavaria,,54843,3028,49182,2633
22-08-2020,Germany,Baden-Wurttemberg,,40034,2237,35934,1863
22-08-2020,Zimbabwe,Main territory,,5893,1111,4629,153
22-08-2020,Thailand,Main territory,,3390,112,3220,58
22-08-2020,Netherlands,Zuid-Holland,,17708,16371,0,1337
22-08-2020,Netherlands,Zeeland,,1008,939,0,69
22-08-2020,Netherlands,Utrecht,,5138,4706,0,432
22-08-2020,Netherlands,Other,,598,580,0,18
22-08-2020,Netherlands,Sint Maarten,,368,204,147,17
22-08-2020,Netherlands,Overijssel,,3408,3096,0,312
